,2198.T,2198.T,2198.T,2198.T,2198.T,2198.T,2198.T,2198.T,2198.T,2198.T,2198.T,2198.T,2198.T
2025-05-01 02:05:00,900,788,787,788,787,789,788,789,788,788.5,787.5,788.5,787.5
2025-05-01 02:10:00,,787,787,787,787,788,788,788,788,787.5,787.5,787.5,787.5
2025-05-01 02:15:00,900,788,787,787,787,789,788,788,789,788.5,787.5,787.5,788.0
2025-05-01 02:20:00,100,788,788,788,788,789,789,789,789,788.5,788.5,788.5,788.5
2025-05-01 02:25:00,500,788,787,788,787,789,789,789,789,788.5,788.0,788.5,788.0
2025-05-01 02:30:00,1300,,,,,,,,,,,,
2025-05-01 03:30:00,3600,790,788,788,788,792,789,789,790,791.0,788.5,788.5,789.0
2025-05-01 03:35:00,,788,788,788,788,789,789,789,789,788.5,788.5,788.5,788.5
2025-05-01 03:40:00,1000,788,787,788,787,789,788,789,788,788.5,787.5,788.5,787.5
2025-05-01 03:45:00,1100,788,787,787,787,789,788,788,789,788.5,787.5,787.5,788.0
2025-05-01 03:50:00,600,788,787,787,788,789,788,789,789,788.5,787.5,788.0,788.5
2025-05-01 03:55:00,2300,788,786,788,787,789,788,789,788,788.5,787.0,788.5,787.5
2025-05-01 04:00:00,100,787,787,787,787,789,788,788,788,788.0,787.5,787.5,787.5
2025-05-01 04:05:00,,787,787,787,787,788,788,788,788,787.5,787.5,787.5,787.5
2025-05-01 04:10:00,,787,787,787,787,788,788,788,788,787.5,787.5,787.5,787.5
2025-05-01 04:15:00,100,787,787,787,787,788,788,788,788,787.5,787.5,787.5,787.5
2025-05-01 04:20:00,100,787,787,787,787,788,788,788,788,787.5,787.5,787.5,787.5
2025-05-01 04:25:00,700,787,786,787,786,788,787,788,787,787.5,786.5,787.5,786.5
2025-05-01 04:30:00,100,786,786,786,786,787,787,787,787,786.5,786.5,786.5,786.5
2025-05-01 04:35:00,1100,787,786,786,786,788,787,787,788,787.5,786.5,786.5,787.0
2025-05-01 04:40:00,1000,786,785,786,785,788,787,788,787,787.0,786.0,787.0,786.0
2025-05-01 04:45:00,200,786,785,785,785,787,786,786,787,786.5,785.5,785.5,786.0
2025-05-01 04:50:00,200,786,785,785,786,787,787,787,787,786.5,786.0,786.0,786.5
2025-05-01 04:55:00,,786,786,786,786,787,787,787,787,786.5,786.5,786.5,786.5
2025-05-01 05:00:00,300,785,785,785,785,787,787,787,787,786.0,786.0,786.0,786.0
2025-05-01 05:05:00,,785,785,785,785,787,787,787,787,786.0,786.0,786.0,786.0
2025-05-01 05:10:00,400,785,785,785,785,787,786,787,786,786.0,785.5,786.0,785.5
2025-05-01 05:15:00,1100,786,785,785,785,787,786,786,787,786.5,785.5,785.5,786.0
2025-05-01 05:20:00,700,786,785,785,786,787,786,787,787,786.5,785.5,786.0,786.5
2025-05-01 05:25:00,,786,786,786,786,787,787,787,787,786.5,786.5,786.5,786.5
2025-05-01 05:30:00,,786,786,786,786,787,787,787,787,786.5,786.5,786.5,786.5
2025-05-01 05:35:00,1200,787,786,786,787,788,787,787,788,787.5,786.5,786.5,787.5
2025-05-01 05:40:00,300,787,786,787,786,788,787,788,787,787.5,786.5,787.5,786.5
2025-05-01 05:45:00,1500,786,786,786,786,787,787,787,787,786.5,786.5,786.5,786.5
2025-05-01 05:50:00,100,786,786,786,786,787,787,787,787,786.5,786.5,786.5,786.5
2025-05-01 05:55:00,,786,786,786,786,787,787,787,787,786.5,786.5,786.5,786.5
2025-05-01 06:00:00,600,786,786,786,786,787,787,787,787,786.5,786.5,786.5,786.5
2025-05-01 06:05:00,700,787,786,786,786,788,787,787,787,787.5,786.5,786.5,786.5
2025-05-01 06:10:00,100,786,786,786,786,787,787,787,787,786.5,786.5,786.5,786.5
2025-05-01 06:15:00,300,786,786,786,786,787,787,787,787,786.5,786.5,786.5,786.5
2025-05-01 06:20:00,700,786,786,786,786,787,787,787,787,786.5,786.5,786.5,786.5
2025-05-01 06:25:00,,788,786,786,786,789,787,787,787,788.5,786.5,786.5,786.5
2025-05-01 06:30:00,2800,786,786,786,786,788,788,788,788,787.0,787.0,787.0,787.0
2025-05-02 00:00:00,17400,786,780,786,784,788,782,788,786,787.0,781.0,787.0,785.0
2025-05-02 00:05:00,2600,785,782,784,784,786,783,786,786,785.5,782.5,785.0,785.0
2025-05-02 00:10:00,400,785,784,784,785,787,786,786,787,786.0,785.0,785.0,786.0
2025-05-02 00:15:00,500,787,785,785,787,788,786,787,788,787.5,785.5,786.0,787.5
2025-05-02 00:20:00,900,787,786,787,787,788,787,788,788,787.5,786.5,787.5,787.5
2025-05-02 00:25:00,1300,788,787,787,787,789,788,788,788,788.5,787.5,787.5,787.5
2025-05-02 00:30:00,100,787,787,787,787,788,788,788,788,787.5,787.5,787.5,787.5
2025-05-02 00:35:00,200,787,787,787,787,788,788,788,788,787.5,787.5,787.5,787.5
2025-05-02 00:40:00,900,788,787,787,788,789,788,788,789,788.5,787.5,787.5,788.5
2025-05-02 00:45:00,4800,791,788,788,790,792,789,789,791,791.5,788.5,788.5,790.5
2025-05-02 00:50:00,200,790,790,790,790,791,791,791,791,790.5,790.5,790.5,790.5
2025-05-02 00:55:00,900,790,789,790,789,791,790,791,790,790.5,789.5,790.5,789.5
2025-05-02 01:00:00,200,789,789,789,789,790,790,790,790,789.5,789.5,789.5,789.5
2025-05-02 01:05:00,,789,789,789,789,790,790,790,790,789.5,789.5,789.5,789.5
2025-05-02 01:10:00,1200,789,788,789,788,790,789,790,789,789.5,788.5,789.5,788.5
2025-05-02 01:15:00,500,788,787,788,787,789,788,789,788,788.5,787.5,788.5,787.5
2025-05-02 01:20:00,,787,787,787,787,788,788,788,788,787.5,787.5,787.5,787.5
2025-05-02 01:25:00,900,787,786,787,786,788,788,788,788,787.5,787.0,787.5,787.0
2025-05-02 01:30:00,100,786,786,786,786,788,787,788,787,787.0,786.5,787.0,786.5
2025-05-02 01:35:00,1000,786,785,786,785,787,786,787,786,786.5,785.5,786.5,785.5
2025-05-02 01:40:00,100,785,785,785,785,786,786,786,786,785.5,785.5,785.5,785.5
2025-05-02 01:45:00,200,785,785,785,785,786,786,786,786,785.5,785.5,785.5,785.5
2025-05-02 01:50:00,200,785,785,785,785,786,786,786,786,785.5,785.5,785.5,785.5
2025-05-02 01:55:00,1900,785,784,785,784,786,785,786,785,785.5,784.5,785.5,784.5
2025-05-02 02:00:00,400,784,784,784,784,785,785,785,785,784.5,784.5,784.5,784.5
2025-05-02 02:05:00,3000,784,783,784,784,785,784,785,785,784.5,783.5,784.5,784.5
2025-05-02 02:10:00,1100,784,784,784,784,785,785,785,785,784.5,784.5,784.5,784.5
2025-05-02 02:15:00,800,785,784,784,785,786,785,785,786,785.5,784.5,784.5,785.5
2025-05-02 02:20:00,100,785,785,785,785,786,786,786,786,785.5,785.5,785.5,785.5
2025-05-02 02:25:00,900,786,785,785,785,787,786,786,787,786.5,785.5,785.5,786.0
2025-05-02 02:30:00,2500,785,785,785,785,787,787,787,787,786.0,786.0,786.0,786.0
2025-05-02 03:30:00,4400,787,785,787,785,789,786,788,786,788.0,785.5,787.5,785.5
2025-05-02 03:35:00,,785,784,785,784,786,786,786,786,785.5,785.0,785.5,785.0
2025-05-02 03:40:00,,785,784,784,785,786,786,786,786,785.5,785.0,785.0,785.5
2025-05-02 03:45:00,100,785,785,785,785,786,786,786,786,785.5,785.5,785.5,785.5
2025-05-02 03:50:00,200,785,785,785,785,787,786,786,786,786.0,785.5,785.5,785.5
2025-05-02 03:55:00,500,785,785,785,785,787,786,786,787,786.0,785.5,785.5,786.0
2025-05-02 04:00:00,,785,785,785,785,787,787,787,787,786.0,786.0,786.0,786.0
2025-05-02 04:05:00,1600,786,785,785,786,787,786,786,787,786.5,785.5,785.5,786.5
2025-05-02 04:10:00,500,787,786,786,787,788,787,787,788,787.5,786.5,786.5,787.5
2025-05-02 04:15:00,,787,787,787,787,788,788,788,788,787.5,787.5,787.5,787.5
2025-05-02 04:20:00,300,787,787,787,787,788,788,788,788,787.5,787.5,787.5,787.5
2025-05-02 04:25:00,1600,788,787,787,788,789,788,788,789,788.5,787.5,787.5,788.5
2025-05-02 04:30:00,100,788,788,788,788,789,789,789,789,788.5,788.5,788.5,788.5
2025-05-02 04:35:00,1900,789,788,788,789,790,789,789,790,789.5,788.5,788.5,789.5
2025-05-02 04:40:00,1700,790,789,789,789,791,790,790,790,790.5,789.5,789.5,789.5
2025-05-02 04:45:00,200,789,789,789,789,790,790,790,790,789.5,789.5,789.5,789.5
2025-05-02 04:50:00,800,789,789,789,789,790,790,790,790,789.5,789.5,789.5,789.5
2025-05-02 04:55:00,400,790,789,789,790,791,790,791,791,790.5,789.5,790.0,790.5
2025-05-02 05:00:00,700,790,790,790,790,791,791,791,791,790.5,790.5,790.5,790.5
2025-05-02 05:05:00,300,790,789,790,789,791,790,791,790,790.5,789.5,790.5,789.5
2025-05-02 05:10:00,1300,790,789,789,790,791,790,790,791,790.5,789.5,789.5,790.5
2025-05-02 05:15:00,100,790,790,790,790,791,791,791,791,790.5,790.5,790.5,790.5
2025-05-02 05:20:00,6500,792,790,790,792,793,791,791,793,792.5,790.5,790.5,792.5
2025-05-02 05:25:00,500,792,791,792,791,793,792,793,792,792.5,791.5,792.5,791.5
2025-05-02 05:30:00,,791,791,791,791,792,792,792,792,791.5,791.5,791.5,791.5
2025-05-02 05:35:00,,791,791,791,791,792,792,792,792,791.5,791.5,791.5,791.5
2025-05-02 05:40:00,,791,791,791,791,792,792,792,792,791.5,791.5,791.5,791.5
2025-05-02 05:45:00,2600,791,790,791,790,792,791,792,791,791.5,790.5,791.5,790.5
2025-05-02 05:50:00,1400,790,790,790,790,791,791,791,791,790.5,790.5,790.5,790.5
2025-05-02 05:55:00,2600,791,790,790,790,792,791,791,792,791.5,790.5,790.5,791.0
2025-05-02 06:00:00,1400,791,790,790,791,792,791,792,792,791.5,790.5,791.0,791.5
2025-05-02 06:05:00,2500,792,791,791,791,793,792,792,793,792.5,791.5,791.5,792.0
2025-05-02 06:10:00,200,792,792,792,792,793,793,793,793,792.5,792.5,792.5,792.5
2025-05-02 06:15:00,2100,792,791,792,791,793,792,793,792,792.5,791.5,792.5,791.5
2025-05-02 06:20:00,3500,791,790,791,790,792,791,792,791,791.5,790.5,791.5,790.5
2025-05-02 06:25:00,,792,790,791,790,793,791,792,791,792.5,790.5,791.5,790.5
2025-05-02 06:30:00,3500,790,790,790,790,792,792,792,792,791.0,791.0,791.0,791.0
2025-05-07 00:00:00,11300,791,790,790,790,793,791,791,792,792.0,790.5,790.5,791.0
2025-05-07 00:05:00,200,791,790,790,790,792,792,792,792,791.5,791.0,791.0,791.0
2025-05-07 00:10:00,6700,797,790,790,797,798,792,792,798,797.5,791.0,791.0,797.5
2025-05-07 00:15:00,6100,798,796,797,796,799,797,798,797,798.5,796.5,797.5,796.5
2025-05-07 00:20:00,1200,796,795,796,796,798,796,798,797,797.0,795.5,797.0,796.5
2025-05-07 00:25:00,1500,796,795,796,796,797,796,797,797,796.5,795.5,796.5,796.5
2025-05-07 00:30:00,700,796,795,796,795,797,796,797,797,796.5,795.5,796.5,796.0
2025-05-07 00:35:00,600,796,795,796,795,797,796,797,796,796.5,795.5,796.5,795.5
2025-05-07 00:40:00,2100,795,793,795,793,796,794,796,795,795.5,793.5,795.5,794.0
2025-05-07 00:45:00,300,794,793,793,794,796,795,795,796,795.0,794.0,794.0,795.0
2025-05-07 00:50:00,1000,796,794,794,795,797,795,795,796,796.5,794.5,794.5,795.5
2025-05-07 00:55:00,800,796,795,795,796,797,796,796,797,796.5,795.5,795.5,796.5
2025-05-07 01:00:00,1300,797,796,796,797,798,797,797,798,797.5,796.5,796.5,797.5
2025-05-07 01:05:00,400,797,796,797,797,798,797,798,798,797.5,796.5,797.5,797.5
2025-05-07 01:10:00,4100,798,796,797,797,799,798,798,798,798.5,797.0,797.5,797.5
2025-05-07 01:15:00,500,797,797,797,797,799,798,798,799,798.0,797.5,797.5,798.0
2025-05-07 01:20:00,100,797,797,797,797,799,798,799,798,798.0,797.5,798.0,797.5
2025-05-07 01:25:00,100,797,797,797,797,798,798,798,798,797.5,797.5,797.5,797.5
2025-05-07 01:30:00,,797,797,797,797,799,798,798,799,798.0,797.5,797.5,798.0
2025-05-07 01:35:00,100,797,797,797,797,799,798,799,799,798.0,797.5,798.0,798.0
2025-05-07 01:40:00,,797,797,797,797,798,798,798,798,797.5,797.5,797.5,797.5
2025-05-07 01:45:00,200,797,797,797,797,798,798,798,798,797.5,797.5,797.5,797.5
2025-05-07 01:50:00,100,797,797,797,797,798,798,798,798,797.5,797.5,797.5,797.5
2025-05-07 01:55:00,600,797,797,797,797,798,798,798,798,797.5,797.5,797.5,797.5
2025-05-07 02:00:00,200,797,797,797,797,799,798,798,798,798.0,797.5,797.5,797.5
2025-05-07 02:05:00,3900,799,797,797,798,800,798,798,800,799.5,797.5,797.5,799.0
2025-05-07 02:10:00,,799,798,798,798,800,799,800,799,799.5,798.5,799.0,798.5
2025-05-07 02:15:00,900,798,798,798,798,799,799,799,799,798.5,798.5,798.5,798.5
2025-05-07 02:20:00,100,798,798,798,798,799,799,799,799,798.5,798.5,798.5,798.5
2025-05-07 02:25:00,400,798,798,798,798,799,799,799,799,798.5,798.5,798.5,798.5
2025-05-07 02:30:00,400,798,798,798,798,799,799,799,799,798.5,798.5,798.5,798.5
2025-05-07 03:30:00,5000,799,797,798,797,800,798,799,798,799.5,797.5,798.5,797.5
2025-05-07 03:35:00,100,797,797,797,797,798,798,798,798,797.5,797.5,797.5,797.5
2025-05-07 03:40:00,3000,797,796,797,796,798,797,798,797,797.5,796.5,797.5,796.5
2025-05-07 03:45:00,1000,797,796,796,797,799,797,797,799,798.0,796.5,796.5,798.0
2025-05-07 03:50:00,,797,797,797,797,799,798,799,798,798.0,797.5,798.0,797.5
2025-05-07 03:55:00,200,797,796,797,796,798,797,798,797,797.5,796.5,797.5,796.5
2025-05-07 04:00:00,200,797,796,796,796,798,797,797,798,797.5,796.5,796.5,797.0
2025-05-07 04:05:00,,797,796,797,796,798,798,798,798,797.5,797.0,797.5,797.0
2025-05-07 04:10:00,,797,796,796,797,798,798,798,798,797.5,797.0,797.0,797.5
2025-05-07 04:15:00,100,797,797,797,797,798,798,798,798,797.5,797.5,797.5,797.5
2025-05-07 04:20:00,,797,797,797,797,798,798,798,798,797.5,797.5,797.5,797.5
2025-05-07 04:25:00,,797,797,797,797,798,798,798,798,797.5,797.5,797.5,797.5
2025-05-07 04:30:00,,797,797,797,797,798,798,798,798,797.5,797.5,797.5,797.5
2025-05-07 04:35:00,,797,797,797,797,798,798,798,798,797.5,797.5,797.5,797.5
2025-05-07 04:40:00,,797,797,797,797,798,798,798,798,797.5,797.5,797.5,797.5
2025-05-07 04:45:00,1500,798,797,797,797,799,798,798,799,798.5,797.5,797.5,798.0
2025-05-07 04:50:00,,797,797,797,797,799,799,799,799,798.0,798.0,798.0,798.0
2025-05-07 04:55:00,,797,797,797,797,799,799,799,799,798.0,798.0,798.0,798.0
2025-05-07 05:00:00,,797,797,797,797,799,799,799,799,798.0,798.0,798.0,798.0
2025-05-07 05:05:00,,797,797,797,797,799,799,799,799,798.0,798.0,798.0,798.0
2025-05-07 05:10:00,100,798,797,797,798,799,799,799,799,798.5,798.0,798.0,798.5
2025-05-07 05:15:00,,798,798,798,798,799,799,799,799,798.5,798.5,798.5,798.5
2025-05-07 05:20:00,300,798,798,798,798,799,799,799,799,798.5,798.5,798.5,798.5
2025-05-07 05:25:00,500,798,797,798,797,799,798,799,799,798.5,797.5,798.5,798.0
2025-05-07 05:30:00,,798,797,797,798,799,799,799,799,798.5,798.0,798.0,798.5
2025-05-07 05:35:00,,798,798,798,798,799,799,799,799,798.5,798.5,798.5,798.5
2025-05-07 05:40:00,400,798,798,798,798,799,799,799,799,798.5,798.5,798.5,798.5
2025-05-07 05:45:00,3500,798,798,798,798,799,799,799,799,798.5,798.5,798.5,798.5
2025-05-07 05:50:00,,798,798,798,798,799,799,799,799,798.5,798.5,798.5,798.5
2025-05-07 05:55:00,400,798,798,798,798,799,799,799,799,798.5,798.5,798.5,798.5
2025-05-07 06:00:00,1400,799,798,798,798,800,799,799,800,799.5,798.5,798.5,799.0
2025-05-07 06:05:00,,799,798,798,798,800,799,800,800,799.5,798.5,799.0,799.0
2025-05-07 06:10:00,200,798,798,798,798,800,799,799,799,799.0,798.5,798.5,798.5
2025-05-07 06:15:00,200,798,798,798,798,799,799,799,799,798.5,798.5,798.5,798.5
2025-05-07 06:20:00,2600,798,797,798,797,799,798,799,798,798.5,797.5,798.5,797.5
2025-05-07 06:25:00,,799,797,799,799,800,798,800,800,799.5,797.5,799.5,799.5
2025-05-07 06:30:00,7700,797,797,797,797,800,800,800,800,798.5,798.5,798.5,798.5
2025-05-08 00:00:00,10300,799,796,798,797,800,797,799,798,799.5,796.5,798.5,797.5
2025-05-08 00:05:00,1900,798,795,797,797,799,797,798,799,798.5,796.0,797.5,798.0
2025-05-08 00:10:00,3400,799,797,797,798,800,798,799,800,799.5,797.5,798.0,799.0
2025-05-08 00:15:00,700,799,798,798,798,800,799,800,800,799.5,798.5,799.0,799.0
2025-05-08 00:20:00,200,798,798,798,798,800,799,800,800,799.0,798.5,799.0,799.0
2025-05-08 00:25:00,,799,799,799,799,800,800,800,800,799.5,799.5,799.5,799.5
2025-05-08 00:30:00,7700,800,799,799,799,801,800,800,801,800.5,799.5,799.5,800.0
2025-05-08 00:35:00,800,799,798,799,798,801,799,801,799,800.0,798.5,800.0,798.5
2025-05-08 00:40:00,800,799,798,798,798,800,799,799,800,799.5,798.5,798.5,799.0
2025-05-08 00:45:00,,798,798,798,798,800,799,800,800,799.0,798.5,799.0,799.0
2025-05-08 00:50:00,400,798,798,798,798,800,800,800,800,799.0,799.0,799.0,799.0
2025-05-08 00:55:00,1800,800,798,798,799,801,800,800,800,800.5,799.0,799.0,799.5
2025-05-08 01:00:00,1000,800,798,799,799,801,800,800,800,800.5,799.0,799.5,799.5
2025-05-08 01:05:00,400,799,798,799,799,801,800,800,801,800.0,799.0,799.5,800.0
2025-05-08 01:10:00,400,800,799,799,799,801,800,801,801,800.5,799.5,800.0,800.0
2025-05-08 01:15:00,,799,799,799,799,801,800,801,800,800.0,799.5,800.0,799.5
2025-05-08 01:20:00,1100,799,798,799,798,800,799,800,800,799.5,798.5,799.5,799.0
2025-05-08 01:25:00,100,798,798,798,798,800,800,800,800,799.0,799.0,799.0,799.0
2025-05-08 01:30:00,,798,798,798,798,800,800,800,800,799.0,799.0,799.0,799.0
2025-05-08 01:35:00,1800,798,797,798,797,800,799,800,799,799.0,798.0,799.0,798.0
2025-05-08 01:40:00,1100,799,797,797,797,800,799,799,799,799.5,798.0,798.0,798.0
2025-05-08 01:45:00,100,798,797,797,798,799,798,799,799,798.5,797.5,798.0,798.5
2025-05-08 01:50:00,100,798,798,798,798,799,799,799,799,798.5,798.5,798.5,798.5
2025-05-08 01:55:00,100,798,797,798,798,799,799,799,799,798.5,798.0,798.5,798.5
2025-05-08 02:00:00,,798,797,798,798,799,799,799,799,798.5,798.0,798.5,798.5
2025-05-08 02:05:00,,798,798,798,798,799,799,799,799,798.5,798.5,798.5,798.5
2025-05-08 02:10:00,200,798,798,798,798,799,799,799,799,798.5,798.5,798.5,798.5
2025-05-08 02:15:00,300,798,798,798,798,800,799,799,799,799.0,798.5,798.5,798.5
2025-05-08 02:20:00,6000,800,798,798,800,802,800,800,801,801.0,799.0,799.0,800.5
2025-05-08 02:25:00,100,800,800,800,800,801,801,801,801,800.5,800.5,800.5,800.5
2025-05-08 02:30:00,400,800,800,800,800,802,802,802,802,801.0,801.0,801.0,801.0
2025-05-08 03:30:00,1800,801,800,800,800,802,801,802,802,801.5,800.5,801.0,801.0
2025-05-08 03:35:00,200,800,800,800,800,802,801,802,801,801.0,800.5,801.0,800.5
2025-05-08 03:40:00,500,800,800,800,800,802,801,801,801,801.0,800.5,800.5,800.5
2025-05-08 03:45:00,,800,800,800,800,801,801,801,801,800.5,800.5,800.5,800.5
2025-05-08 03:50:00,100,800,800,800,800,801,801,801,801,800.5,800.5,800.5,800.5
2025-05-08 03:55:00,300,800,800,800,800,801,801,801,801,800.5,800.5,800.5,800.5
2025-05-08 04:00:00,800,800,799,800,799,801,800,801,800,800.5,799.5,800.5,799.5
2025-05-08 04:05:00,200,800,799,799,799,801,801,801,801,800.5,800.0,800.0,800.0
2025-05-08 04:10:00,,799,799,799,799,801,800,801,800,800.0,799.5,800.0,799.5
2025-05-08 04:15:00,1100,800,799,799,800,801,800,800,801,800.5,799.5,799.5,800.5
2025-05-08 04:20:00,800,800,800,800,800,802,801,801,802,801.0,800.5,800.5,801.0
2025-05-08 04:25:00,1400,801,800,800,801,803,802,802,802,802.0,801.0,801.0,801.5
2025-05-08 04:30:00,1400,801,800,801,801,803,801,802,803,802.0,800.5,801.5,802.0
2025-05-08 04:35:00,,801,801,801,801,803,802,803,802,802.0,801.5,802.0,801.5
2025-05-08 04:40:00,7100,803,801,801,801,804,802,802,803,803.5,801.5,801.5,802.0
2025-05-08 04:45:00,500,802,801,801,801,803,802,803,803,802.5,801.5,802.0,802.0
2025-05-08 04:50:00,1300,802,801,801,802,804,802,803,804,803.0,801.5,802.0,803.0
2025-05-08 04:55:00,400,802,801,802,801,804,803,804,803,803.0,802.0,803.0,802.0
2025-05-08 05:00:00,900,802,801,801,801,803,802,803,803,802.5,801.5,802.0,802.0
2025-05-08 05:05:00,,801,801,801,801,803,802,803,802,802.0,801.5,802.0,801.5
2025-05-08 05:10:00,,801,801,801,801,802,802,802,802,801.5,801.5,801.5,801.5
2025-05-08 05:15:00,,801,801,801,801,802,802,802,802,801.5,801.5,801.5,801.5
2025-05-08 05:20:00,500,802,801,801,801,803,802,803,802,802.5,801.5,802.0,801.5
2025-05-08 05:25:00,,801,801,801,801,803,802,802,803,802.0,801.5,801.5,802.0
2025-05-08 05:30:00,,801,801,801,801,803,802,802,802,802.0,801.5,801.5,801.5
2025-05-08 05:35:00,800,802,801,801,802,803,802,802,803,802.5,801.5,801.5,802.5
2025-05-08 05:40:00,100,802,801,802,801,803,803,803,803,802.5,802.0,802.5,802.0
2025-05-08 05:45:00,2000,803,801,801,802,804,803,803,804,803.5,802.0,802.0,803.0
2025-05-08 05:50:00,300,803,802,802,802,804,803,804,803,803.5,802.5,803.0,802.5
2025-05-08 05:55:00,1000,802,802,802,802,803,803,803,803,802.5,802.5,802.5,802.5
2025-05-08 06:00:00,1100,803,802,802,802,804,803,803,803,803.5,802.5,802.5,802.5
2025-05-08 06:05:00,300,802,802,802,802,803,803,803,803,802.5,802.5,802.5,802.5
2025-05-08 06:10:00,300,802,802,802,802,803,803,803,803,802.5,802.5,802.5,802.5
2025-05-08 06:15:00,,802,802,802,802,803,803,803,803,802.5,802.5,802.5,802.5
2025-05-08 06:20:00,2600,802,801,802,801,804,803,803,803,803.0,802.0,802.5,802.0
